event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec
15,1,1,7/6/2024,6:35:49,6:35:49,0,tail,5681,5683,initiator,back,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,347.0
16,1,1,7/6/2024,6:38:32,6:38:38,6,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,510.0
17,1,1,7/6/2024,6:38:40,6:38:42,2,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,518.0
18,1,1,7/6/2024,6:38:48,6:38:55,7,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,526.0
19,1,1,7/6/2024,6:39:01,6:39:07,6,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,539.0
20,1,1,7/6/2024,6:39:32,6:39:32,0,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,570.0
21,1,1,7/6/2024,6:40:13,6:40:14,1,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,611.0
22,1,1,7/6/2024,6:42:14,6:42:16,2,ear,5682,5684,receiver,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,732.0
23,1,1,7/6/2024,6:42:23,6:42:40,17,ear,5682,5684,receiver,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,741.0
24,1,1,7/6/2024,6:42:45,6:42:45,0,ear,5682,5684,initiator,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,763.0
25,1,1,7/6/2024,6:43:13,6:43:13,0,ear,5683,5680,initiator,front,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,791.0
26,1,1,7/6/2024,6:43:25,6:43:32,7,ear,5682,5684,initiator,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,803.0
27,1,1,7/6/2024,6:48:05,6:48:06,1,ear,5683,5684,initiator,front,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,1083.0
28,1,1,7/6/2024,6:54:42,6:54:50,8,ear,5684,5683,receiver,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,1480.0
29,1,1,7/6/2024,6:54:52,6:54:53,1,ear,5684,5683,receiver,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,1490.0
30,1,1,7/6/2024,6:54:54,6:54:56,2,ear,5684,5683,receiver,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,1492.0
31,1,1,7/6/2024,6:55:03,6:55:05,2,tail,5684,5682,initiator,front,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,1501.0
32,1,1,7/6/2024,6:55:28,6:55:30,2,ear,5681,5683,initiator,front,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,1526.0
33,1,1,7/6/2024,6:56:41,6:56:41,0,tail,5681,5680,initiator,middle,True,8,N884A6_ch8_main_20240706063002_20240706070002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706063002_20240706070002.mp4,1599.0
34,1,1,7/6/2024,7:00:29,7:00:30,1,ear,5683,5684,receiver,front,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,27.0
35,1,1,7/6/2024,7:02:43,7:02:45,2,ear,5681,5684,receiver,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,161.0
36,1,1,7/6/2024,7:05:45,7:05:46,1,ear,5681,5680,receiver,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,343.0
37,1,1,7/6/2024,7:05:47,7:05:49,2,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,345.0
38,1,1,7/6/2024,7:06:22,7:06:23,1,ear,5682,5683,receiver,front,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,380.0
39,1,1,7/6/2024,7:07:40,7:07:55,15,ear,5684,5683,receiver,back,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,458.0
40,1,1,7/6/2024,7:18:53,7:19:04,11,ear,5684,5680,receiver,front,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1131.0
41,1,1,7/6/2024,7:19:24,7:19:27,3,ear,5681,5682,initiator,front,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1162.0
42,1,1,7/6/2024,7:19:45,7:19:46,1,ear,5681,5682,initiator,front,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1183.0
43,1,1,7/6/2024,7:21:13,7:21:16,3,ear,5684,5682,receiver,front,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1271.0
44,1,1,7/6/2024,7:21:34,7:21:40,6,tail,5684,5681,initiator,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1292.0
45,1,1,7/6/2024,7:23:26,7:23:27,1,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1404.0
46,1,1,7/6/2024,7:23:34,7:23:36,2,ear,5682,5683,receiver,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1412.0
47,1,1,7/6/2024,7:23:35,7:23:56,21,ear,5684,5683,receiver,back,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1413.0
48,1,1,7/6/2024,7:23:57,7:24:02,5,ear,5684,5683,receiver,back,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1435.0
49,1,1,7/6/2024,7:24:34,7:24:36,2,tail,5684,5683,initiator,front,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1472.0
50,1,1,7/6/2024,7:26:09,7:26:16,7,ear,5681,5680,initiator,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1567.0
51,1,1,7/6/2024,7:27:45,7:27:56,11,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1663.0
52,1,1,7/6/2024,7:28:00,7:28:01,1,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1678.0
53,1,1,7/6/2024,7:28:11,7:28:34,23,ear,5684,5680,receiver,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1689.0
54,1,1,7/6/2024,7:28:31,7:28:34,3,tail,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240706070002_20240706073002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706070002_20240706073002.mp4,1709.0
55,1,1,7/6/2024,7:31:24,7:31:25,1,tail,5683,5684,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,82.0
56,1,1,7/6/2024,7:31:32,7:31:33,1,tail,5683,5684,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,90.0
57,1,1,7/6/2024,7:31:39,7:31:57,18,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,97.0
58,1,1,7/6/2024,7:32:05,7:32:24,19,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,123.0
59,1,1,7/6/2024,7:32:33,7:32:35,2,ear,5684,5680,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,151.0
60,1,1,7/6/2024,7:33:15,7:33:17,2,tail,5682,5684,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,193.0
61,1,1,7/6/2024,7:33:21,7:33:25,4,tail,5682,5684,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,199.0
62,1,1,7/6/2024,7:33:32,7:33:35,3,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,210.0
63,1,1,7/6/2024,7:35:11,7:35:12,1,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,309.0
64,1,1,7/6/2024,7:35:33,7:35:34,1,ear,5684,5680,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,331.0
65,1,1,7/6/2024,7:35:37,7:35:39,2,ear,5682,5681,initiator,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,335.0
66,1,1,7/6/2024,7:36:32,7:36:40,8,ear,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,390.0
67,1,1,7/6/2024,7:36:56,7:36:59,3,ear,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,414.0
68,1,1,7/6/2024,7:41:22,7:41:29,7,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,680.0
69,1,1,7/6/2024,7:41:53,7:41:56,3,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,711.0
70,1,1,7/6/2024,7:42:54,7:43:03,9,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,772.0
71,1,1,7/6/2024,7:43:03,7:43:05,2,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,781.0
72,1,1,7/6/2024,7:43:13,7:43:16,3,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,791.0
73,1,1,7/6/2024,7:43:20,7:43:29,9,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,798.0
74,1,1,7/6/2024,7:44:41,7:44:49,8,ear,5682,5681,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,879.0
75,1,1,7/6/2024,7:45:29,7:45:32,3,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,927.0
76,1,1,7/6/2024,7:45:49,7:45:53,4,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,947.0
77,1,1,7/6/2024,7:46:27,7:46:31,4,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,985.0
78,1,1,7/6/2024,7:46:51,7:46:57,6,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1009.0
79,1,1,7/6/2024,7:46:59,7:47:03,4,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1017.0
80,1,1,7/6/2024,7:52:06,7:52:10,4,ear,5683,5684,initiator,back,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1324.0
81,1,1,7/6/2024,7:53:00,7:53:02,2,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1378.0
82,1,1,7/6/2024,7:53:59,7:54:02,3,tail,5682,5680,receiver,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1437.0
83,1,1,7/6/2024,7:56:29,7:56:29,0,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1587.0
84,1,1,7/6/2024,7:57:00,7:57:05,5,ear,5682,5680,receiver,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1618.0
85,1,1,7/6/2024,7:57:13,7:57:42,29,ear,5682,5680,initiator,middle,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1631.0
86,1,1,7/6/2024,7:58:39,7:58:40,1,ear,5682,5681,receiver,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1717.0
87,1,1,7/6/2024,8:00:00,8:00:09,9,ear,5681,5680,initiator,front,True,8,N884A6_ch8_main_20240706073002_20240706080002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706073002_20240706080002.mp4,1798.0
88,1,1,7/6/2024,8:02:44,8:02:45,1,ear,5682,5681,initiator,middle,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,162.0
89,1,1,7/6/2024,8:03:05,8:03:06,1,ear,5683,5684,receiver,front,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,183.0
90,1,1,7/6/2024,8:04:27,8:04:31,4,ear,5684,5680,receiver,front,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,265.0
91,1,1,7/6/2024,8:05:20,8:05:20,0,ear,5681,5682,initiator,middle,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,318.0
92,1,1,7/6/2024,8:07:35,8:07:36,1,ear,5680,5681,receiver,middle,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,453.0
93,1,1,7/6/2024,8:10:51,8:10:52,1,ear,5681,5684,initiator,middle,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,649.0
94,1,1,7/6/2024,8:12:46,8:13:08,22,ear,5684,5683,initiator,middle,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,764.0
95,1,1,7/6/2024,8:16:02,8:16:02,0,ear,5682,5681,initiator,front,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,960.0
96,1,1,7/6/2024,8:17:00,8:17:02,2,ear,5681,5683,initiator,middle,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,1018.0
97,1,1,7/6/2024,8:17:06,8:17:07,1,ear,5681,5683,initiator,middle,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,1024.0
98,1,1,7/6/2024,8:28:59,8:29:00,1,ear,5683,5680,receiver,front,True,8,N884A6_ch8_main_20240706080002_20240706083002.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 8\N884A6_ch8_main_20240706080002_20240706083002.mp4,1737.0
