event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec
1240,3,4,2024-08-05,13:28:33,13:28:34,1,ear,5693,5692,initiator,middle,True,16,N884A6_ch16_main_20240805130003_20240805133003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805130003_20240805133003.mp4,1710.0
501,1,4,2024-07-09,12:02:14,12:02:26,12,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,134.0
34,1,1,,07:00:29,07:00:30,1,ear,5683,5684,receiver,front,True,7,N884A6_ch7_main_20240706070001_20240706073001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706070001_20240706073001.mp4,28.0
1244,3,4,2024-08-05,15:17:14,15:17:18,4,ear,5693,5692,receiver,front,True,16,N884A6_ch16_main_20240805150003_20240805153003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805150003_20240805153003.mp4,1031.0
500,1,4,2024-07-09,12:02:11,12:02:26,15,ear,5682,5681,initiator,front,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,131.0
43,1,1,,07:21:13,07:21:16,3,ear,5684,5682,receiver,front,True,7,N884A6_ch7_main_20240706070001_20240706073001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706070001_20240706073001.mp4,1272.0
250,1,1,,15:30:51,15:30:53,2,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240706153001_20240706160001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706153001_20240706160001.mp4,50.0
346,1,4,2024-07-09,06:44:15,06:44:28,13,ear,5684,5680,initiator,middle,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709063000_20240709070000.mp4,855.0
426,1,4,2024-07-09,09:09:01,09:09:11,10,ear,5682,5681,initiator,middle,True,7,N884A6_ch7_main_20240709090000_20240709093000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709090000_20240709093000.mp4,541.0
907,2,4,2024-07-17,07:41:11,07:41:13,2,other,5687,5688,receiver,middle,True,16,N884A6_ch16_main_20240717073003_20240717080003.mp4,E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\N884A6_ch16_main_20240717073003_20240717080003.mp4,668.0
906,2,4,2024-07-17,07:41:04,07:41:08,4,other,5687,5688,receiver,middle,True,16,N884A6_ch16_main_20240717073003_20240717080003.mp4,E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\N884A6_ch16_main_20240717073003_20240717080003.mp4,661.0
513,1,4,2024-07-09,12:12:47,12:12:48,1,tail,5681,5682,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,767.0
694,1,4,2024-07-09,22:51:09,22:51:21,12,tail,5683,5684,initiator,middle,True,7,N884A6_ch7_main_20240709223000_20240709230000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709223000_20240709230000.mp4,1269.0
227,1,1,,15:12:37,15:12:40,3,tail,5683,5680,initiator,front,True,7,N884A6_ch7_main_20240706150001_20240706153001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706150001_20240706153001.mp4,756.0
334,1,4,2024-07-09,06:31:09,06:31:13,4,tail,5684,5683,initiator,front,True,7,N884A6_ch7_main_20240709063000_20240709070000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709063000_20240709070000.mp4,69.0
618,1,4,2024-07-09,15:57:38,15:57:40,2,tail,5681,5683,receiver,middle,True,7,N884A6_ch7_main_20240709153000_20240709160000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709153000_20240709160000.mp4,1658.0
1250,3,4,2024-08-05,15:22:03,15:22:04,1,tail,5693,5694,initiator,middle,True,16,N884A6_ch16_main_20240805150003_20240805153003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805150003_20240805153003.mp4,1320.0
535,1,4,2024-07-09,12:21:37,12:21:37,1,tail,5681,5684,receiver,middle,True,7,N884A6_ch7_main_20240709120000_20240709123000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709120000_20240709123000.mp4,1297.0
920,2,4,2024-07-17,10:05:58,10:05:59,1,tail,5687,5688,initiator,front,True,16,N884A6_ch16_main_20240717100003_20240717103003.mp4,E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\N884A6_ch16_main_20240717100003_20240717103003.mp4,355.0
1230,3,4,2024-08-05,12:32:09,12:32:16,7,tail,5693,5694,receiver,middle,True,16,N884A6_ch16_main_20240805123003_20240805130003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805123003_20240805130003.mp4,126.0
111,1,1,,09:25:52,09:25:54,2,tail,5680,5681,receiver,front,True,7,N884A6_ch7_main_20240706090001_20240706093001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706090001_20240706093001.mp4,1551.0
213,1,1,,13:43:10,13:43:18,8,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,789.0
285,1,1,,16:49:03,16:49:04,1,tail,5684,5682,initiator,back,True,7,N884A6_ch7_main_20240706163001_20240706170001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706163001_20240706170001.mp4,1142.0
190,1,1,,12:13:57,12:14:07,10,tail,5684,5681,initiator,front,True,7,N884A6_ch7_main_20240706120001_20240706123001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706120001_20240706123001.mp4,836.0
675,1,4,2024-07-09,22:09:52,22:09:53,1,tail,5683,5684,initiator,middle,True,7,N884A6_ch7_main_20240709220000_20240709223000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709220000_20240709223000.mp4,592.0
891,2,4,2024-07-17,06:07:21,06:07:21,1,tail,5688,5689,initiator,front,True,16,N884A6_ch16_main_20240717060003_20240717063003.mp4,E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\N884A6_ch16_main_20240717060003_20240717063003.mp4,438.0
1253,3,4,2024-08-05,15:24:22,15:24:25,3,tail,5693,5692,receiver,middle,True,16,N884A6_ch16_main_20240805150003_20240805153003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805150003_20240805153003.mp4,1459.0
212,1,1,,13:42:47,13:43:03,16,tail,5684,5683,initiator,middle,True,7,N884A6_ch7_main_20240706133001_20240706140001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706133001_20240706140001.mp4,766.0
1236,3,4,2024-08-05,13:23:13,13:23:36,23,tail,5693,5695,initiator,middle,True,16,N884A6_ch16_main_20240805130003_20240805133003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805130003_20240805133003.mp4,1390.0
82,1,1,,07:53:59,07:54:02,3,tail,5682,5680,receiver,front,True,7,N884A6_ch7_main_20240706073001_20240706080001.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706073001_20240706080001.mp4,1438.0
1182,3,4,2024-08-05,09:56:55,09:56:55,1,tail,5696,5694,initiator,front,True,16,N884A6_ch16_main_20240805093003_20240805100003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805093003_20240805100003.mp4,1612.0
332,1,4,2024-07-09,06:28:59,06:29:48,49,teat,5684,5683,initiator,front,True,7,N884A6_ch7_main_20240709060000_20240709063000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709060000_20240709063000.mp4,1739.0
628,1,4,2024-07-09,16:16:12,16:16:16,4,teat,5684,5680,receiver,middle,True,7,N884A6_ch7_main_20240709160000_20240709163000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709160000_20240709163000.mp4,972.0
333,1,4,2024-07-09,06:30:00,06:30:58,58,teat,5684,5683,initiator,front,True,7,N884A6_ch7_main_20240709060000_20240709063000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709060000_20240709063000.mp4,1800.0
316,1,4,2024-07-09,06:02:07,06:02:10,3,teat,5684,5683,initiator,back,True,7,N884A6_ch7_main_20240709060000_20240709063000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709060000_20240709063000.mp4,127.0
360,1,4,2024-07-09,07:33:35,07:33:35,1,teat,5681,5683,receiver,middle,True,7,N884A6_ch7_main_20240709073000_20240709080000.mp4,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709073000_20240709080000.mp4,215.0
